cgpa,backlog_history,DSA_problems_solved,GitHub_repos,development_projects_count,AI_ML_projects,internships_completed,hackathons_participated,self_learning_hours,resume_score
8.51,0,837,0.0,1,3,0,1,2.6,64
6.71,0,632,33.0,9,6,2,4,2.9,98
7.14,0,624,9.0,3,0,4,0,4.5,86
7.39,2,602,13.0,7,2,2,0,4.1,67
7.74,3,708,14.0,5,3,2,0,3.0,55
6.22,1,560,27.0,9,5,4,2,4.4,100
7.68,2,701,29.0,7,3,3,4,4.0,84
7.23,0,628,4.0,2,2,1,5,2.3,83
7.74,0,852,36.0,13,5,6,1,5.5,100
6.96,0,594,25.0,8,3,5,4,5.5,98
5.89,0,567,15.0,7,2,2,6,3.0,81
6.99,0,696,28.0,8,5,1,4,4.5,83
7.76,0,616,24.0,10,3,4,5,2.4,87
6.87,1,731,22.0,8,4,2,5,3.3,95
7.17,0,618,9.0,5,2,2,3,3.5,89
8.13,1,780,31.0,10,8,4,1,4.4,100
7.16,0,576,16.0,8,3,1,5,4.2,77
9.27,0,635,34.0,10,4,3,1,3.7,97
9.56,0,903,17.0,3,0,4,1,4.2,86
6.45,0,902,15.0,5,3,0,4,2.9,47
7.14,2,929,19.0,7,4,6,2,7.0,100
8.14,0,785,21.0,9,5,6,5,7.0,100
7.79,0,900,22.0,6,4,3,2,5.0,92
8.51,0,800,23.0,8,1,5,0,5.1,76
7.33,0,717,24.0,4,4,1,2,2.5,68
7.86,0,527,24.0,7,2,4,0,6.2,93
7.21,0,514,15.0,5,1,2,2,3.6,83
8.19,1,986,13.0,4,1,3,5,4.3,87
6.65,3,494,26.0,8,1,3,1,6.1,84
7.45,0,567,23.0,3,2,4,3,2.6,94
8.03,2,781,27.0,9,4,3,3,1.5,100
8.49,0,771,2.0,5,4,1,2,3.4,82
7.73,0,534,0.0,4,1,3,1,5.3,80
9.37,1,647,14.0,5,4,3,2,3.1,100
6.62,0,423,9.0,4,5,1,4,1.9,79
7.36,1,564,14.0,4,1,1,1,4.6,61
6.73,0,497,,5,2,3,6,4.2,98
7.67,0,720,6.0,4,0,3,1,5.9,90
5.15,0,398,49.0,14,6,8,0,6.9,100
8.01,1,605,12.0,4,4,3,1,4.4,94
6.64,3,667,15.0,9,7,7,2,6.3,100
7.51,2,566,9.0,2,0,2,5,4.0,69
7.47,2,923,8.0,7,5,3,5,3.9,100
8.5,0,896,17.0,5,3,3,2,3.9,82
8.38,0,704,13.0,7,5,3,3,6.7,100
6.74,0,553,28.0,9,5,5,1,5.9,100
7.49,0,698,37.0,11,7,3,3,4.1,96
6.94,0,591,12.0,6,1,3,2,4.5,96
8.72,0,640,10.0,2,0,1,2,4.3,74
8.51,1,978,2.0,1,3,0,2,0.8,60
8.23,0,445,24.0,9,5,5,3,4.0,100
7.0,0,760,14.0,6,1,3,4,3.6,96
6.31,3,668,19.0,6,0,4,4,4.0,95
7.06,2,676,34.0,13,9,3,3,3.2,100
10.0,1,764,7.0,1,3,2,3,3.6,74
7.36,0,678,13.0,5,1,3,2,4.2,71
7.94,3,709,3.0,6,1,2,6,4.0,73
7.82,2,628,10.0,3,4,2,4,5.7,76
7.16,0,803,27.0,8,4,1,4,2.2,85
7.09,1,832,20.0,6,1,2,4,4.5,80
6.48,0,546,23.0,7,1,4,1,4.1,99
7.0,0,582,23.0,7,7,5,4,6.3,100
6.94,0,743,14.0,6,4,1,3,3.4,79
7.81,0,644,31.0,8,6,1,2,3.4,59
6.65,0,600,30.0,11,6,6,0,5.9,100
7.58,1,523,19.0,7,3,2,2,2.7,71
6.47,1,322,16.0,7,5,4,0,4.7,100
6.47,3,703,15.0,7,1,2,1,2.8,94
7.27,0,529,17.0,6,3,2,2,3.9,82
7.84,1,589,39.0,13,7,3,3,3.5,96
7.38,1,611,17.0,5,3,1,1,4.3,79
7.02,0,682,27.0,5,1,2,1,4.5,86
8.43,0,689,24.0,7,4,3,3,4.0,100
8.55,0,789,33.0,12,6,5,0,2.1,100
7.39,1,557,16.0,7,4,4,6,4.5,95
6.96,0,960,20.0,7,3,2,0,3.6,71
7.15,0,501,34.0,12,6,7,4,4.0,100
8.49,1,809,19.0,6,5,2,3,3.2,67
7.45,0,732,22.0,7,1,3,0,2.9,100
8.32,0,766,,8,7,3,0,4.3,100
7.07,0,694,18.0,7,3,1,4,4.2,78
7.61,0,702,20.0,5,0,3,3,5.3,95
6.68,2,674,17.0,7,4,2,3,4.1,96
8.27,0,512,14.0,3,0,1,2,2.1,56
7.72,0,704,28.0,8,3,4,2,1.8,100
6.99,3,635,14.0,9,3,7,3,6.9,100
7.39,0,578,13.0,7,0,6,6,5.9,100
5.38,0,771,20.0,6,3,2,3,1.8,85
7.64,0,574,16.0,6,3,3,2,3.8,93
7.25,1,839,18.0,7,3,1,3,2.8,72
8.56,0,722,21.0,5,1,4,2,4.3,85
7.36,0,505,22.0,4,2,0,0,1.3,83
6.78,2,781,33.0,10,7,4,3,4.5,93
7.45,0,583,7.0,5,4,2,3,5.6,74
7.8,0,858,39.0,12,4,3,5,3.6,82
5.96,1,723,20.0,8,3,3,4,4.8,95
7.38,0,553,15.0,7,5,2,1,1.9,86
7.47,0,655,23.0,7,0,2,2,2.8,69
7.45,2,764,32.0,11,6,5,4,4.1,98
6.23,0,549,18.0,5,0,0,0,2.7,80
7.13,0,673,10.0,3,1,3,5,4.8,87
7.37,0,706,5.0,4,4,1,0,3.1,82
8.49,1,560,26.0,6,2,1,0,2.2,77
9.43,2,759,19.0,7,3,1,1,3.1,98
7.72,0,663,23.0,6,2,2,5,2.2,100
6.09,0,674,0.0,1,0,2,3,2.9,77
7.31,0,548,23.0,6,4,1,1,3.3,66
7.23,0,432,11.0,3,1,2,1,3.6,72
6.47,0,724,3.0,2,2,1,1,0.9,69
6.71,0,565,14.0,4,2,3,4,2.6,82
7.53,1,698,26.0,10,5,4,2,3.9,100
7.72,1,807,9.0,4,1,1,0,3.6,74
7.26,3,444,24.0,7,4,3,0,5.3,89
7.19,0,831,4.0,1,2,1,4,1.0,71
8.26,1,907,9.0,7,5,3,0,4.3,83
8.86,1,719,11.0,5,3,2,2,2.5,69
9.69,3,554,15.0,7,3,4,2,5.2,89
6.57,0,627,19.0,6,2,3,4,2.8,83
6.92,0,682,14.0,6,2,3,5,4.6,100
7.78,0,653,27.0,11,5,5,6,5.9,100
7.07,0,552,20.0,8,2,4,2,4.7,100
7.58,0,827,5.0,3,1,3,3,7.1,89
8.27,0,566,26.0,7,2,1,2,3.6,92
7.65,1,478,13.0,5,2,3,1,2.4,84
8.0,0,618,10.0,6,2,2,5,4.0,90
7.04,1,755,13.0,6,3,1,4,2.9,58
7.17,0,441,4.0,1,1,2,4,2.4,62
6.72,0,570,24.0,11,9,5,3,4.0,100
7.89,1,710,23.0,5,0,4,3,5.3,91
7.39,0,585,15.0,6,6,1,3,4.2,96
6.0,2,469,17.0,6,1,4,2,3.8,100
7.95,0,731,35.0,11,4,3,0,4.3,95
7.71,3,727,27.0,11,4,4,3,2.8,100
6.05,0,644,16.0,3,2,1,0,3.2,61
6.11,0,561,13.0,5,3,1,4,2.8,71
8.29,0,719,12.0,6,1,3,3,3.3,99
7.9,0,778,31.0,7,2,2,3,4.4,82
7.16,1,894,34.0,9,4,5,3,6.4,97
9.06,0,540,16.0,5,0,2,2,3.2,98
9.27,0,695,0.0,1,0,1,0,2.8,54
7.57,0,468,10.0,2,1,2,0,3.1,79
7.38,0,786,25.0,10,3,5,1,6.4,100
5.62,0,583,30.0,11,5,5,2,4.9,100
6.74,0,379,,5,1,1,2,2.7,79
5.76,0,460,21.0,5,1,1,2,3.2,100
8.42,1,871,11.0,5,0,1,5,3.0,75
6.88,2,728,19.0,8,3,3,2,3.7,83
5.9,0,607,10.0,5,5,1,0,3.1,74
8.19,0,745,15.0,9,5,3,5,3.6,85
5.73,2,494,23.0,5,1,3,2,4.3,78
6.72,0,427,9.0,5,1,4,3,3.6,100
8.68,0,942,16.0,5,3,2,5,1.3,86
7.66,0,649,13.0,7,6,1,1,3.2,79
6.65,1,609,16.0,7,3,4,3,4.3,100
7.64,0,952,16.0,4,2,2,4,3.5,71
8.49,1,732,16.0,5,2,4,2,4.3,100
7.34,0,526,9.0,6,2,0,5,0.9,63
6.69,0,710,27.0,7,2,1,2,3.1,85
7.5,1,681,21.0,7,5,2,3,1.2,77
7.03,0,438,17.0,5,4,3,5,3.6,84
7.01,2,566,32.0,11,4,5,1,3.7,100
7.95,3,668,13.0,5,0,3,0,4.5,100
7.47,2,673,17.0,7,6,3,4,2.9,100
9.16,0,854,9.0,3,3,2,3,4.3,68
6.06,2,649,20.0,7,4,1,4,1.2,96
8.43,1,747,9.0,3,1,3,2,2.1,91
8.01,1,721,15.0,4,3,3,0,3.0,80
7.76,0,715,37.0,10,5,3,1,1.7,100
7.23,0,676,12.0,2,1,2,1,2.1,57
6.95,2,674,21.0,5,3,2,4,3.3,70
6.37,2,738,6.0,5,3,0,4,2.8,61
7.94,0,1014,23.0,7,4,5,2,5.6,100
7.03,1,704,19.0,7,0,3,1,4.5,100
6.88,3,604,23.0,8,1,2,4,2.9,100
5.7,0,727,11.0,3,0,2,3,3.3,74
8.26,0,813,25.0,8,3,4,5,5.2,95
8.35,0,639,16.0,6,2,4,4,4.7,84
7.69,0,651,29.0,10,6,5,3,3.2,100
8.01,1,804,6.0,2,0,0,2,2.4,64
6.95,0,614,18.0,5,0,4,0,3.7,81
7.43,3,738,13.0,5,2,1,2,3.4,79
7.6,0,692,11.0,2,2,1,3,2.5,56
8.37,0,475,9.0,7,4,4,4,4.8,100
7.22,1,680,16.0,6,2,3,1,5.4,86
7.41,2,637,24.0,8,5,2,3,3.0,94
5.87,0,716,21.0,8,6,5,4,5.4,100
8.41,0,612,40.0,7,1,3,3,4.1,89
7.19,2,406,3.0,3,2,1,2,3.7,67
8.3,1,1071,2.0,2,0,1,5,1.7,41
7.07,0,570,11.0,3,0,2,2,2.0,72
8.13,3,488,20.0,7,4,3,3,4.8,90
6.79,0,678,12.0,6,2,1,2,2.3,54
7.16,1,686,7.0,3,3,0,2,2.5,44
7.92,0,597,12.0,6,2,2,3,3.3,56
7.63,0,699,10.0,4,2,5,0,6.1,92
7.25,0,738,11.0,3,1,2,1,3.2,67
8.87,3,715,0.0,1,0,1,0,3.1,92
7.74,0,395,29.0,7,1,4,5,4.4,78
7.03,1,647,24.0,8,3,5,5,5.4,100
6.93,0,454,30.0,9,4,5,2,5.8,100
7.46,3,621,24.0,10,3,4,3,2.8,100
7.77,0,481,35.0,11,4,5,4,3.9,100
6.05,0,625,17.0,5,3,4,2,3.4,95
6.53,0,462,27.0,9,2,3,3,5.7,100
7.31,2,830,22.0,7,4,2,5,2.8,74
6.27,2,480,4.0,2,3,2,4,4.7,67
6.64,0,687,3.0,3,5,3,7,4.6,66
7.41,0,817,30.0,10,3,5,3,3.6,99
6.09,1,413,24.0,6,4,2,3,3.5,71
6.58,0,329,17.0,7,2,2,4,4.8,85
6.96,0,791,11.0,4,0,0,3,1.6,67
7.63,0,939,22.0,9,4,5,4,5.3,100
8.02,0,802,28.0,11,5,6,3,6.1,100
6.54,1,687,20.0,5,4,3,0,3.1,73
8.57,0,723,17.0,4,3,3,2,4.6,93
6.17,0,377,25.0,9,3,4,3,4.7,94
7.14,2,450,17.0,5,2,3,1,4.6,61
8.41,0,737,9.0,3,4,2,3,3.4,83
7.4,0,737,30.0,7,2,2,4,4.3,72
7.59,1,822,16.0,9,1,4,0,3.2,100
6.55,1,571,15.0,5,1,2,1,3.7,90
6.77,0,586,15.0,5,2,1,2,1.6,67
7.09,0,831,,3,3,2,4,3.0,68
7.5,1,735,6.0,4,0,3,2,3.8,77
7.82,0,665,23.0,9,5,5,4,4.6,100
6.42,0,651,21.0,6,4,3,0,3.3,98
7.37,2,502,9.0,5,2,1,2,4.1,77
6.77,0,550,8.0,4,0,2,3,3.9,93
7.71,1,819,18.0,5,1,3,4,3.6,89
5.83,0,662,32.0,14,7,5,3,4.1,100
7.62,1,782,33.0,10,3,2,4,3.0,88
7.7,0,647,4.0,2,4,0,3,2.5,79
6.78,0,705,16.0,3,1,2,4,4.9,70
6.95,1,733,16.0,6,2,3,7,4.3,83
9.18,1,761,44.0,14,7,6,0,6.1,100
6.85,0,711,22.0,8,3,4,3,5.3,82
6.92,0,732,23.0,7,6,3,0,3.8,88
5.9,0,249,11.0,6,1,2,1,3.1,75
9.0,0,581,16.0,5,4,0,1,2.8,87
7.95,0,593,8.0,5,2,4,3,4.6,99
8.32,0,781,9.0,5,3,2,1,3.8,87
7.34,0,809,23.0,8,4,4,3,5.6,95
7.22,0,643,21.0,7,2,2,4,3.9,100
8.9,1,710,39.0,12,2,6,4,4.0,100
7.36,0,507,29.0,13,5,6,0,4.9,100
7.91,0,711,8.0,2,1,3,4,5.5,65
7.4,0,656,34.0,10,4,2,3,2.5,95
6.86,1,896,27.0,8,4,4,3,4.1,90
9.1,0,839,17.0,5,2,2,0,3.7,96
9.17,3,452,0.0,3,2,1,3,2.9,66
8.1,1,773,38.0,11,8,4,2,7.2,97
8.28,0,513,9.0,5,3,3,3,4.7,90
7.48,0,606,14.0,3,1,0,0,2.6,61
8.41,0,821,32.0,11,8,6,2,3.2,100
6.87,0,676,1.0,5,3,2,0,1.8,82
8.0,0,707,20.0,6,1,2,4,2.6,72
8.6,0,976,22.0,9,3,5,0,7.2,100
7.0,0,632,18.0,7,2,2,5,4.1,65
6.81,0,709,27.0,9,2,3,7,3.4,100
7.62,0,647,10.0,5,1,4,2,3.8,78
8.82,0,435,14.0,4,0,1,0,3.5,83
6.22,0,626,17.0,4,1,2,4,2.6,86
6.64,0,689,16.0,7,2,2,2,4.3,83
6.97,1,583,14.0,8,3,3,2,4.3,94
6.56,0,581,11.0,3,0,2,5,3.6,74
6.9,1,682,19.0,8,7,3,0,5.0,98
7.46,0,514,29.0,8,4,3,2,4.6,85
7.15,0,695,15.0,3,2,1,6,2.1,74
7.72,0,767,15.0,4,3,3,1,4.3,100
7.98,0,767,17.0,4,1,2,1,2.7,89
6.86,0,597,23.0,8,4,4,2,3.1,98
8.48,0,735,34.0,11,6,2,7,2.2,96
9.31,0,778,22.0,9,6,3,1,3.8,98
6.65,0,707,27.0,9,4,5,2,6.2,100
7.4,1,422,19.0,7,3,2,7,5.1,79
7.48,0,551,25.0,5,2,2,3,3.8,91
7.64,0,775,24.0,6,5,2,3,3.1,65
8.41,1,867,31.0,8,3,3,5,4.6,100
8.21,1,526,23.0,9,4,4,2,3.4,93
7.25,3,635,25.0,9,5,4,3,6.0,98
8.41,0,629,37.0,11,5,7,4,4.7,100
8.4,0,579,11.0,3,0,3,2,4.8,95
9.2,1,885,20.0,4,0,2,2,3.5,63
8.36,0,754,17.0,7,5,5,0,5.0,100
6.24,0,648,16.0,5,0,2,2,4.8,100
10.0,2,790,16.0,9,6,5,2,3.9,100
7.23,0,508,29.0,6,1,5,2,6.4,90
7.19,0,624,26.0,6,2,4,5,5.7,100
8.69,0,768,12.0,3,1,2,3,3.2,93
8.41,1,654,30.0,9,6,2,1,2.5,94
6.29,1,436,25.0,8,4,4,2,5.9,99
6.81,0,570,24.0,7,4,3,3,3.7,95
6.27,0,730,15.0,6,2,2,1,4.8,67
7.72,0,583,9.0,6,0,3,2,3.5,99
8.95,0,758,12.0,3,0,2,1,4.1,75
8.75,0,420,8.0,6,0,4,2,4.7,100
6.34,0,517,17.0,5,4,0,4,2.4,56
6.95,2,971,0.0,2,1,1,3,2.5,67
7.12,1,754,17.0,7,4,0,5,0.4,58
7.15,0,627,7.0,4,3,1,0,3.9,53
8.83,0,571,30.0,8,4,5,4,5.2,100
8.44,1,475,50.0,14,5,6,3,6.4,100
7.5,0,667,,9,3,6,3,6.0,100
7.78,0,627,39.0,12,5,4,2,6.3,100
6.79,0,701,22.0,6,4,2,3,3.6,89
7.82,2,574,30.0,8,4,4,3,5.4,86
6.38,0,446,30.0,9,4,6,4,5.4,100
7.7,0,720,19.0,7,3,1,0,2.5,78
7.55,0,539,21.0,5,2,2,4,4.9,64
8.63,1,735,23.0,9,4,1,4,4.1,59
8.41,2,463,10.0,3,0,1,3,3.7,59
7.31,0,772,0.0,3,0,0,2,3.6,44
7.68,0,539,17.0,7,3,4,1,6.5,99
8.44,2,785,21.0,8,4,5,4,5.5,100
7.3,0,791,18.0,9,6,4,0,4.9,100
7.88,1,480,25.0,6,2,3,6,3.2,93
7.43,0,780,16.0,3,2,1,4,3.6,77
7.78,0,755,15.0,3,0,2,4,4.6,97
8.71,0,722,9.0,4,1,2,4,3.0,63
7.52,0,676,26.0,9,3,3,2,2.1,100
8.73,0,626,35.0,13,6,4,0,5.6,94
7.96,0,647,6.0,3,0,1,7,4.3,69
8.25,1,754,33.0,13,7,5,1,2.7,91
6.27,0,527,12.0,7,3,4,4,3.8,100
9.12,0,447,22.0,8,5,5,0,4.0,92
7.88,0,676,8.0,4,0,1,2,1.9,70
6.38,2,627,36.0,10,4,3,3,3.6,100
7.97,0,834,10.0,4,2,5,3,5.1,86
8.37,1,830,19.0,7,3,2,5,2.8,80
5.3,2,554,12.0,3,1,1,2,2.3,73
9.38,0,704,8.0,1,2,1,6,1.5,52
6.65,0,611,22.0,10,4,5,2,1.9,100
8.11,0,757,18.0,6,3,3,1,3.8,95
8.73,0,738,23.0,10,3,7,2,6.5,100
7.28,0,619,7.0,5,1,2,4,5.1,65
8.73,2,744,15.0,6,3,4,3,3.4,100
8.13,0,532,24.0,8,6,5,4,4.8,100
8.79,1,680,11.0,3,0,2,2,4.2,64
7.48,0,654,3.0,1,0,0,1,2.9,68
7.79,1,748,7.0,6,2,2,3,3.4,74
7.16,0,660,16.0,8,1,5,6,4.8,100
7.6,1,700,6.0,5,2,2,2,3.3,93
8.46,0,735,42.0,13,6,6,1,4.3,100
7.47,3,675,21.0,4,2,3,0,3.6,92
6.92,0,492,22.0,6,0,1,3,1.2,74
7.11,0,627,23.0,4,0,1,3,3.0,53
6.66,1,593,9.0,5,4,0,3,1.5,53
7.58,1,618,31.0,10,5,4,4,5.3,98
6.65,0,522,1.0,3,0,2,3,5.9,90
6.42,1,678,19.0,6,2,1,3,4.2,77
7.56,0,457,14.0,6,5,2,7,3.7,77
6.78,0,507,20.0,7,2,1,2,3.5,81
8.42,2,772,40.0,10,4,3,4,4.9,100
7.62,1,653,11.0,4,3,1,2,2.7,69
6.98,0,554,18.0,6,3,3,2,3.5,93
7.74,0,818,17.0,6,4,3,2,3.9,100
7.54,0,692,12.0,2,0,1,0,1.9,55
8.26,0,763,19.0,5,2,1,0,3.3,90
8.23,0,703,19.0,9,3,5,4,2.8,100
7.48,0,442,20.0,8,5,1,3,3.4,96
7.59,0,535,35.0,11,4,4,4,2.4,99
8.75,0,641,15.0,6,3,2,3,2.4,81
6.8,0,696,20.0,7,1,5,0,3.7,100
7.48,1,701,7.0,4,1,2,2,4.0,66
6.6,3,536,3.0,3,1,2,2,3.4,73
7.51,2,947,11.0,5,0,2,4,5.3,67
5.93,0,640,20.0,7,4,5,0,3.7,100
8.55,0,671,16.0,7,1,1,3,3.2,71
8.33,2,595,8.0,4,1,1,3,4.0,63
6.51,0,515,33.0,10,8,4,2,4.8,84
7.32,0,668,28.0,8,5,4,0,5.4,100
8.05,0,381,30.0,9,4,5,5,6.5,100
7.51,1,711,29.0,6,2,3,6,2.8,95
8.06,0,858,25.0,4,0,2,1,3.5,70
6.76,0,651,22.0,9,5,4,7,4.4,100
8.72,0,634,24.0,7,4,3,4,5.4,79
6.61,0,596,19.0,5,1,3,0,3.3,100
6.67,0,694,22.0,6,5,1,8,3.5,63
6.81,1,632,15.0,6,5,1,5,3.4,71
6.69,0,654,19.0,3,0,3,5,5.3,86
8.9,0,603,15.0,4,0,2,5,4.2,70
5.54,0,532,25.0,7,5,4,4,4.6,100
6.23,0,514,1.0,1,0,2,3,3.1,74
8.37,0,816,19.0,7,2,2,1,2.1,65
8.56,0,894,9.0,4,0,1,0,3.7,68
7.25,0,623,19.0,5,3,2,4,2.1,97
6.64,0,558,4.0,4,2,1,3,1.7,69
7.18,0,730,24.0,8,5,4,0,3.8,58
8.73,0,786,14.0,5,2,1,5,4.1,67
7.85,1,649,14.0,5,1,4,3,4.8,82
6.51,0,488,10.0,5,0,5,3,4.5,100
5.62,2,431,15.0,6,4,1,1,4.3,68
8.2,0,686,35.0,10,1,2,3,3.5,99
7.1,0,650,19.0,7,0,4,4,3.6,86
8.04,0,792,29.0,8,4,2,4,2.7,68
8.95,3,869,38.0,10,5,4,1,5.5,97
7.77,0,666,31.0,8,4,4,3,3.9,90
6.55,0,572,24.0,6,1,3,0,2.7,98
9.34,0,862,22.0,6,2,4,0,5.0,91
5.82,0,537,28.0,6,0,3,2,3.5,92
6.5,0,599,13.0,4,1,3,0,2.8,83
7.14,0,558,30.0,8,2,3,3,2.7,70
7.73,3,761,25.0,8,4,6,1,5.5,100
8.23,0,717,31.0,7,3,3,4,4.3,87
7.14,1,498,21.0,9,2,2,0,4.7,100
6.87,1,555,31.0,11,7,4,6,5.9,100
6.64,1,629,28.0,9,4,4,4,3.9,94
7.0,0,545,17.0,5,0,1,2,2.6,82
7.17,0,873,32.0,9,6,4,3,6.0,96
6.94,0,516,22.0,9,1,3,4,3.1,99
7.55,0,912,30.0,11,5,3,0,6.1,96
8.78,1,777,17.0,6,2,4,0,3.6,83
7.29,0,665,19.0,7,3,2,2,4.8,100
7.13,0,496,18.0,5,2,3,0,4.2,67
5.54,0,567,12.0,6,2,1,2,1.6,88
8.97,0,530,17.0,7,2,5,0,5.9,97
7.14,0,648,19.0,6,4,3,0,2.1,90
8.25,1,616,21.0,10,3,2,4,3.1,82
7.7,0,478,9.0,5,1,0,4,2.5,69
6.24,1,619,0.0,2,0,1,3,3.1,46
6.34,1,740,13.0,5,5,2,3,2.2,69
6.85,0,648,8.0,4,3,1,0,5.0,72
6.71,1,609,21.0,5,1,1,2,1.9,67
7.26,0,684,9.0,6,2,3,3,2.0,75
7.04,0,641,0.0,1,0,1,1,3.5,54
6.16,0,587,33.0,9,4,2,3,1.9,100
8.66,0,707,20.0,8,3,2,0,3.4,70
7.9,2,734,8.0,5,1,1,2,2.8,88
6.92,0,727,7.0,6,2,3,4,4.3,95
8.41,2,521,27.0,10,4,4,5,4.9,100
7.71,0,568,15.0,7,2,3,1,2.7,89
8.16,0,568,10.0,4,0,2,1,3.5,61
8.33,3,800,21.0,8,2,2,4,4.7,85
8.15,0,861,4.0,4,2,2,4,2.2,83
6.19,0,596,20.0,5,2,2,2,2.6,71
8.49,2,582,24.0,8,5,3,3,3.8,100
8.35,0,773,19.0,8,2,5,1,4.5,94
7.24,0,825,15.0,4,2,2,3,2.4,89
8.88,0,628,30.0,10,6,3,0,4.5,87
6.92,0,571,28.0,9,0,6,6,4.4,100
6.68,1,616,16.0,6,3,4,2,2.3,100
8.08,2,591,29.0,8,3,5,0,4.0,100
6.96,0,632,14.0,5,1,3,4,5.7,100
7.56,1,766,8.0,3,1,0,3,2.6,47
7.33,0,509,17.0,5,0,1,3,3.9,79
6.97,0,772,37.0,11,5,5,1,4.3,100
7.64,1,593,33.0,10,4,2,1,5.2,84
8.0,0,661,23.0,7,4,4,1,5.1,100
7.43,0,631,17.0,5,1,3,4,4.5,100
6.88,1,747,15.0,4,2,2,4,4.6,97
7.74,0,521,20.0,9,6,3,4,2.2,100
6.93,0,500,20.0,7,2,4,6,4.6,100
7.43,0,704,10.0,7,0,3,2,5.2,100
7.6,0,553,37.0,9,3,3,4,4.1,100
7.74,0,643,25.0,5,4,3,0,3.5,93
7.62,2,617,27.0,7,2,4,1,5.0,97
8.25,0,599,45.0,13,7,5,3,3.0,100
7.47,0,469,20.0,7,2,3,5,5.4,100
5.82,0,541,15.0,5,2,3,2,4.3,72
7.42,1,726,25.0,8,4,6,0,4.4,100
8.77,0,808,28.0,8,6,2,4,2.7,91
5.18,0,432,,3,0,1,0,3.1,50
6.84,0,668,,4,1,1,4,3.8,72
8.07,0,575,11.0,6,0,2,5,3.7,69
7.54,0,864,29.0,8,4,1,1,1.2,84
6.19,1,811,32.0,9,7,3,5,3.2,100
7.38,2,540,20.0,6,2,3,5,3.6,91
6.88,0,534,17.0,7,0,2,5,2.5,90
7.68,1,681,11.0,5,0,3,6,5.5,98
7.77,2,725,22.0,8,6,4,2,3.7,100
8.0,0,412,20.0,6,6,3,3,3.5,97
7.18,1,617,17.0,5,2,2,0,4.6,76
6.77,0,542,18.0,8,3,0,2,1.4,80
5.63,0,641,19.0,5,2,1,4,2.8,65
7.76,0,513,0.0,2,2,2,5,3.5,43
7.09,2,603,31.0,9,4,2,3,4.3,95
7.58,0,734,17.0,6,2,7,1,7.0,100
8.66,0,1045,17.0,6,2,3,5,2.8,87
7.9,0,551,4.0,4,2,1,5,4.0,68
7.77,0,600,30.0,10,1,5,5,4.6,100
6.91,1,638,8.0,4,2,1,3,3.7,59
5.94,0,667,23.0,8,3,2,2,4.6,71
7.24,1,376,1.0,6,2,2,3,3.3,86
6.77,1,604,19.0,5,1,5,6,4.7,100
6.75,0,532,5.0,5,0,3,1,3.9,98
7.57,1,703,13.0,9,4,3,0,4.0,94
7.74,3,573,12.0,4,1,4,6,5.9,89
6.83,2,628,20.0,5,3,0,4,1.4,36
6.65,1,780,5.0,4,0,1,2,1.2,87
6.47,0,498,16.0,2,0,2,3,2.1,64
9.58,0,712,10.0,7,3,2,5,3.4,84
6.63,1,517,28.0,8,4,3,2,2.1,82
8.74,2,794,21.0,7,2,3,0,2.9,88
7.84,1,694,23.0,8,5,6,0,5.6,100
7.73,1,485,0.0,1,0,1,0,2.6,72
8.95,0,525,34.0,11,6,5,0,5.3,100
6.93,0,914,24.0,7,3,2,2,2.8,100
8.55,0,699,,6,1,2,4,4.3,91
8.09,0,516,10.0,4,0,3,0,4.5,90
6.99,0,494,35.0,11,3,5,1,5.7,89
6.79,0,593,17.0,5,2,1,1,1.8,68
7.44,0,462,,5,4,4,1,7.2,100
7.25,0,617,19.0,9,3,4,0,4.4,100
7.43,3,771,26.0,9,5,4,2,5.0,89
8.37,0,555,9.0,7,5,4,5,4.9,100
7.91,0,825,21.0,5,0,4,2,4.5,100
6.72,1,642,24.0,7,3,2,3,4.6,87
8.45,0,593,17.0,6,2,4,0,4.3,100
8.56,2,771,31.0,10,7,6,2,7.6,100
7.42,0,830,33.0,11,6,4,0,6.4,100
7.39,0,596,17.0,6,0,2,2,2.3,76
7.63,0,605,22.0,6,3,5,1,4.2,97
5.83,0,548,31.0,10,4,4,0,5.9,100
6.18,0,784,9.0,4,1,1,2,3.6,66
7.27,2,656,12.0,5,3,2,1,1.9,86
8.24,0,593,32.0,10,5,5,0,7.9,100
7.22,1,590,,4,0,1,4,3.1,76
6.83,1,699,4.0,3,2,0,2,1.3,67
8.37,0,815,16.0,5,4,0,4,2.5,61
7.14,0,603,18.0,6,0,1,5,3.4,60
7.74,0,612,16.0,8,3,1,2,1.6,100
7.05,0,678,19.0,9,4,4,1,4.0,100
7.44,0,561,20.0,6,2,4,8,5.4,100
7.61,0,760,6.0,5,0,1,6,1.8,60
7.06,0,692,19.0,8,3,4,0,5.3,100
8.17,0,916,44.0,12,5,8,1,6.0,100
8.31,0,568,20.0,4,1,4,3,4.5,88
5.6,1,876,24.0,10,4,2,4,3.7,88
8.13,1,884,22.0,8,3,1,2,1.9,86
6.69,0,612,20.0,7,3,3,2,3.9,70
6.87,1,709,,6,7,4,3,4.3,84
7.65,1,707,23.0,5,2,2,4,1.0,76
6.28,0,619,25.0,7,4,3,4,2.9,100
8.17,0,739,19.0,3,5,1,5,3.4,61
8.21,0,512,43.0,13,8,8,2,8.0,100
8.8,0,699,7.0,4,0,1,0,3.8,44
